race_id,track,total_laps,track_temp,pit_lane_time,base_lap_time,lap_band,temp_band,unique_sequence_count,two_stop_drivers,top_sequence,top_sequence_count,soft_share,medium_share,hard_share,soft_hard_share,medium_hard_share,hard_medium_share,medium_soft_share,soft_medium_share,is_challenge,challenge_score
R05352,Monaco,39.0,32.0,20.0,90.2,mid_short,warm,2.0,0.0,MEDIUM>HARD,10.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0,0.00405436611916839
R11407,Bahrain,55.0,29.0,22.4,85.0,mid,mild,6.0,0.0,HARD>SOFT,7.0,0.15,0.3,0.55,0.05,0.05,0.2,0.25,0.1,0,0.004054140509765526
R09944,Spa,42.0,32.0,20.9,89.3,mid_short,warm,6.0,0.0,HARD>MEDIUM,6.0,0.35,0.25,0.4,0.2,0.05,0.3,0.2,0.15,0,0.004053487817521374
R20317,Silverstone,38.0,32.0,21.8,85.4,mid_short,warm,5.0,0.0,HARD>MEDIUM,6.0,0.35,0.25,0.4,0.15,0.0,0.3,0.25,0.2,0,0.004053441682250015
R13245,Bahrain,53.0,29.0,20.8,90.6,mid,mild,6.0,0.0,HARD>MEDIUM,5.0,0.25,0.35,0.4,0.15,0.15,0.25,0.2,0.1,0,0.004053220732242922
R26713,Spa,47.0,28.0,22.6,84.0,mid,mild,8.0,3.0,MEDIUM>HARD,6.0,0.45,0.4,0.15,0.15,0.3,0.05,0.1,0.25,0,0.004052737386710061
R04677,Silverstone,26.0,29.0,23.7,89.9,short,mild,5.0,0.0,HARD>MEDIUM,8.0,0.45,0.05,0.5,0.3,0.0,0.4,0.05,0.15,0,0.004052208584547306
R04614,Monza,37.0,33.0,20.9,84.0,mid_short,warm,4.0,0.0,SOFT>HARD,7.0,0.35,0.3,0.35,0.35,0.3,0.3,0.0,0.0,0,0.004052104475071312
R08584,Silverstone,49.0,30.0,21.5,90.8,mid,mild,6.0,0.0,HARD>MEDIUM,4.0,0.35,0.3,0.35,0.2,0.2,0.2,0.1,0.15,0,0.00405199336416838
R24442,Spa,65.0,20.0,23.5,80.3,long,cool,8.0,3.0,SOFT>HARD,5.0,0.3,0.3,0.4,0.25,0.1,0.25,0.1,0.05,0,0.004051420147607735
R02032,Monza,26.0,33.0,22.5,92.8,short,warm,6.0,0.0,MEDIUM>HARD,7.0,0.2,0.4,0.4,0.1,0.35,0.1,0.05,0.1,0,0.00405139696912941
R21940,Silverstone,42.0,31.0,21.0,83.4,mid_short,warm,10.0,4.0,HARD>SOFT,5.0,0.25,0.4,0.35,0.1,0.25,0.05,0.05,0.1,0,0.004051343158603528
R00882,Silverstone,25.0,29.0,20.6,93.6,short,mild,6.0,0.0,HARD>SOFT,6.0,0.35,0.25,0.4,0.1,0.2,0.1,0.05,0.25,0,0.004051275506627685
R09476,Silverstone,36.0,27.0,21.3,91.4,mid_short,mild,6.0,0.0,SOFT>HARD,4.0,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0,0.0040512672562801185
R07562,Monza,48.0,34.0,22.4,85.4,mid,warm,5.0,0.0,MEDIUM>SOFT,6.0,0.35,0.45,0.2,0.15,0.15,0.0,0.3,0.2,0,0.004051175059965395
R14374,Silverstone,36.0,28.0,21.6,90.7,mid_short,mild,6.0,0.0,HARD>SOFT,6.0,0.3,0.3,0.4,0.1,0.1,0.1,0.2,0.2,0,0.004051099535583933
R08277,COTA,44.0,31.0,24.0,82.7,mid_short,warm,6.0,0.0,SOFT>HARD,5.0,0.45,0.3,0.25,0.25,0.05,0.2,0.25,0.2,0,0.00405056955835524
R17136,Monaco,50.0,33.0,20.4,86.4,mid,warm,6.0,0.0,HARD>SOFT,6.0,0.1,0.4,0.5,0.05,0.15,0.2,0.25,0.05,0,0.004050546820360839
R11855,COTA,52.0,28.0,21.3,91.6,mid,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.15,0.45,0.4,0.1,0.2,0.2,0.25,0.05,0,0.004050361516745019
R28840,Monaco,59.0,24.0,21.6,89.4,long,cool,12.0,7.0,MEDIUM>HARD,5.0,0.25,0.6,0.15,0.05,0.25,0.05,0.1,0.15,0,0.004050345959870204
R19783,Bahrain,55.0,31.0,21.0,84.8,mid,warm,6.0,0.0,HARD>MEDIUM,6.0,0.15,0.5,0.35,0.1,0.3,0.3,0.2,0.05,0,0.0040501906612850185
R08054,Spa,50.0,31.0,21.4,80.1,mid,warm,5.0,0.0,HARD>SOFT,6.0,0.25,0.2,0.55,0.0,0.1,0.25,0.1,0.25,0,0.004050086472489612
R20623,Bahrain,41.0,31.0,20.3,94.6,mid_short,warm,6.0,0.0,HARD>SOFT,6.0,0.2,0.25,0.55,0.15,0.1,0.25,0.15,0.05,0,0.004050080146111439
R20675,Monza,36.0,29.0,22.0,88.7,mid_short,mild,5.0,0.0,MEDIUM>SOFT,8.0,0.3,0.5,0.2,0.15,0.1,0.0,0.4,0.15,0,0.0040500505550349584
R28156,Bahrain,42.0,28.0,20.2,88.8,mid_short,mild,10.0,7.0,HARD>MEDIUM>SOFT,4.0,0.35,0.25,0.4,0.15,0.05,0.1,0.1,0.15,0,0.004049772985799206
R20868,COTA,50.0,31.0,20.7,86.5,mid,warm,6.0,0.0,HARD>SOFT,4.0,0.3,0.4,0.3,0.15,0.2,0.1,0.2,0.15,0,0.004049298254761775
R27270,Silverstone,64.0,39.0,23.0,89.2,long,hot,10.0,5.0,MEDIUM>SOFT,4.0,0.25,0.4,0.35,0.15,0.15,0.05,0.2,0.1,0,0.004049146759389628
R02336,Silverstone,39.0,29.0,23.2,94.8,mid_short,mild,3.0,0.0,MEDIUM>HARD,9.0,0.2,0.45,0.35,0.2,0.45,0.35,0.0,0.0,0,0.004048865648801145
R05266,Suzuka,39.0,28.0,20.4,82.8,mid_short,mild,3.0,0.0,HARD>MEDIUM,12.0,0.15,0.25,0.6,0.15,0.25,0.6,0.0,0.0,0,0.0040488608272924225
R29463,Spa,40.0,27.0,22.8,81.6,mid_short,mild,12.0,11.0,MEDIUM>SOFT,3.0,0.35,0.35,0.3,0.1,0.0,0.05,0.15,0.1,0,0.004048845604524582
R26779,Suzuka,70.0,34.0,21.7,88.9,long,warm,9.0,4.0,MEDIUM>HARD,7.0,0.35,0.55,0.1,0.2,0.35,0.05,0.1,0.1,0,0.004048782765386973
R25541,Monaco,57.0,38.0,23.9,88.7,long,hot,9.0,4.0,SOFT>MEDIUM,5.0,0.45,0.25,0.3,0.15,0.1,0.15,0.05,0.25,0,0.004048579400469129
R28158,Monaco,47.0,18.0,20.0,83.4,mid,cool,12.0,6.0,SOFT>HARD,4.0,0.45,0.35,0.2,0.2,0.15,0.05,0.1,0.15,0,0.0040483453306876
R14292,Monza,38.0,31.0,23.3,86.4,mid_short,warm,6.0,0.0,SOFT>HARD,6.0,0.45,0.3,0.25,0.3,0.15,0.15,0.15,0.15,0,0.004048195114263254
R22478,Bahrain,62.0,32.0,22.1,85.6,long,warm,12.0,9.0,MEDIUM>SOFT,4.0,0.45,0.35,0.2,0.1,0.05,0.05,0.2,0.1,0,0.004048054104450865
R20165,Spa,38.0,32.0,23.6,93.5,mid_short,warm,6.0,0.0,HARD>SOFT,5.0,0.2,0.4,0.4,0.1,0.2,0.15,0.2,0.1,0,0.004047657499156342
R21776,COTA,57.0,40.0,22.3,92.5,long,hot,12.0,9.0,MEDIUM>SOFT,3.0,0.45,0.25,0.3,0.1,0.0,0.1,0.15,0.15,0,0.004047648600908523
R17579,Monaco,41.0,31.0,20.2,84.2,mid_short,warm,5.0,0.0,HARD>MEDIUM,8.0,0.2,0.25,0.55,0.1,0.0,0.4,0.25,0.1,0,0.0040474403048619415
R22138,COTA,64.0,38.0,20.6,94.4,long,hot,9.0,6.0,HARD>SOFT,4.0,0.35,0.35,0.3,0.0,0.15,0.1,0.05,0.2,0,0.004047236776708498
R29048,Monaco,59.0,27.0,22.3,94.7,long,mild,14.0,9.0,MEDIUM>HARD,3.0,0.3,0.4,0.3,0.1,0.15,0.1,0.05,0.05,0,0.004047233549633753
R22453,Spa,65.0,42.0,23.4,81.9,long,hot,11.0,7.0,MEDIUM>SOFT,4.0,0.25,0.45,0.3,0.1,0.1,0.0,0.2,0.1,0,0.004047200082641975
R03093,Silverstone,38.0,31.0,20.5,89.2,mid_short,warm,3.0,0.0,MEDIUM>HARD,9.0,0.1,0.45,0.45,0.1,0.45,0.45,0.0,0.0,0,0.00404715868505663
R28733,Suzuka,42.0,29.0,22.7,92.1,mid_short,mild,11.0,7.0,HARD>MEDIUM,4.0,0.3,0.35,0.35,0.15,0.05,0.2,0.1,0.1,0,0.004046834119267959
R05879,Suzuka,39.0,31.0,20.8,81.4,mid_short,warm,3.0,0.0,HARD>MEDIUM,10.0,0.05,0.45,0.5,0.05,0.45,0.5,0.0,0.0,0,0.004046778354506771
R26470,Silverstone,65.0,39.0,22.8,90.9,long,hot,9.0,4.0,HARD>MEDIUM,5.0,0.25,0.4,0.35,0.05,0.15,0.25,0.1,0.15,0,0.004046667432390634
R03546,Monaco,36.0,31.0,20.7,80.5,mid_short,warm,4.0,0.0,HARD>MEDIUM,8.0,0.25,0.2,0.55,0.25,0.2,0.4,0.0,0.0,0,0.004046657344664949
R04475,Spa,38.0,28.0,23.1,93.1,mid_short,mild,3.0,0.0,MEDIUM>HARD,9.0,0.2,0.45,0.35,0.2,0.45,0.35,0.0,0.0,0,0.004046655258250506
R24984,Bahrain,53.0,27.0,23.5,84.2,mid,mild,12.0,6.0,HARD>MEDIUM,3.0,0.3,0.4,0.3,0.1,0.1,0.15,0.15,0.15,0,0.004046043302676402
R09875,Bahrain,53.0,27.0,20.4,86.3,mid,mild,5.0,0.0,MEDIUM>SOFT,8.0,0.05,0.6,0.35,0.0,0.2,0.25,0.4,0.05,0,0.004046037635484147
R24509,Monaco,46.0,21.0,20.7,81.1,mid,cool,12.0,9.0,SOFT>MEDIUM,4.0,0.45,0.25,0.3,0.1,0.05,0.1,0.1,0.2,0,0.004045916917344606
R18187,Monaco,40.0,30.0,20.3,86.4,mid_short,mild,6.0,0.0,SOFT>HARD,6.0,0.55,0.2,0.25,0.3,0.05,0.1,0.15,0.25,0,0.004045811636984734
R29744,Bahrain,70.0,27.0,21.0,83.3,long,mild,11.0,7.0,HARD>MEDIUM,3.0,0.25,0.4,0.35,0.05,0.1,0.15,0.15,0.1,0,0.0040457635621489645
R04917,Spa,32.0,32.0,22.1,94.7,short,warm,3.0,0.0,MEDIUM>HARD,8.0,0.4,0.4,0.2,0.4,0.4,0.2,0.0,0.0,0,0.004045722677554659
R01543,Monaco,27.0,29.0,20.8,91.6,short,mild,6.0,0.0,SOFT>HARD,6.0,0.5,0.25,0.25,0.3,0.15,0.15,0.1,0.2,0,0.004045613419564844
R10629,Bahrain,48.0,33.0,20.3,81.1,mid,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.2,0.45,0.35,0.05,0.15,0.15,0.3,0.15,0,0.00404561066733184
R00468,Silverstone,26.0,29.0,20.2,89.2,short,mild,5.0,0.0,HARD>SOFT,7.0,0.15,0.25,0.6,0.0,0.2,0.25,0.05,0.15,0,0.004045306793840161
R23702,Monza,49.0,20.0,21.2,90.2,mid,cool,12.0,8.0,SOFT>MEDIUM,3.0,0.3,0.4,0.3,0.05,0.05,0.1,0.15,0.15,0,0.004045084777729521
R16901,Spa,55.0,27.0,23.2,89.9,mid,mild,6.0,0.0,HARD>MEDIUM,5.0,0.2,0.4,0.4,0.1,0.2,0.25,0.2,0.1,0,0.004044528429605884
R06855,Monaco,43.0,34.0,21.1,82.4,mid_short,warm,6.0,0.0,SOFT>HARD,6.0,0.35,0.35,0.3,0.3,0.15,0.15,0.2,0.05,0,0.004044429312928052
R28481,Monza,41.0,32.0,20.8,81.1,mid_short,warm,10.0,6.0,SOFT>HARD,4.0,0.45,0.15,0.4,0.2,0.1,0.15,0.0,0.15,0,0.00404396235257106
R06364,COTA,41.0,27.0,23.5,91.3,mid_short,mild,6.0,0.0,SOFT>MEDIUM,4.0,0.35,0.3,0.35,0.15,0.1,0.15,0.2,0.2,0,0.00404376762726097
R09974,Bahrain,47.0,27.0,22.8,81.4,mid,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.4,0.25,0.35,0.15,0.15,0.15,0.1,0.25,0,0.004043687356059618
R03797,Suzuka,39.0,32.0,21.7,92.3,mid_short,warm,3.0,0.0,MEDIUM>HARD,10.0,0.15,0.5,0.35,0.15,0.5,0.35,0.0,0.0,0,0.004043663606632033
R22103,COTA,51.0,18.0,20.6,89.3,mid,cool,10.0,4.0,MEDIUM>HARD,5.0,0.15,0.45,0.4,0.05,0.25,0.15,0.1,0.05,0,0.00404360760650894
R15482,Spa,44.0,29.0,21.6,92.8,mid_short,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.5,0.15,0.35,0.2,0.05,0.2,0.1,0.3,0,0.004043528839156567
R17875,Bahrain,36.0,31.0,22.4,94.9,mid_short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.35,0.3,0.15,0.1,0.1,0.25,0.2,0,0.004043190057446796
R17941,Suzuka,52.0,29.0,20.6,89.3,mid,mild,6.0,0.0,SOFT>MEDIUM,7.0,0.45,0.15,0.4,0.1,0.05,0.25,0.1,0.35,0,0.004042718145982095
R28904,Bahrain,59.0,24.0,21.0,84.6,long,cool,11.0,7.0,HARD>SOFT,4.0,0.3,0.4,0.3,0.2,0.05,0.0,0.2,0.0,0,0.004042661374262609
R23472,Suzuka,62.0,24.0,23.8,87.1,long,cool,11.0,9.0,HARD>MEDIUM,3.0,0.25,0.4,0.35,0.05,0.1,0.15,0.1,0.1,0,0.004041549488154267
R05811,Monaco,34.0,30.0,22.4,89.7,short,mild,3.0,0.0,SOFT>HARD,8.0,0.4,0.35,0.25,0.4,0.35,0.25,0.0,0.0,0,0.004041354320506525
R11405,Silverstone,40.0,34.0,21.1,80.4,mid_short,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.45,0.2,0.35,0.2,0.1,0.1,0.1,0.25,0,0.004041312180111853
R24853,Monaco,58.0,19.0,23.3,84.1,long,cool,10.0,7.0,SOFT>HARD,4.0,0.5,0.3,0.2,0.2,0.05,0.05,0.1,0.1,0,0.004041185738888455
R10344,Spa,54.0,30.0,22.6,90.7,mid,mild,6.0,0.0,HARD>SOFT,6.0,0.35,0.2,0.45,0.3,0.05,0.15,0.15,0.05,0,0.004041098120724534
R06258,Bahrain,41.0,32.0,23.3,90.1,mid_short,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.5,0.2,0.3,0.25,0.05,0.15,0.15,0.25,0,0.0040410717647810165
R02900,Spa,30.0,32.0,22.8,81.7,short,warm,4.0,0.0,HARD>MEDIUM,6.0,0.2,0.25,0.55,0.2,0.25,0.3,0.0,0.0,0,0.004041021649194339
R19032,Silverstone,54.0,34.0,21.4,86.1,mid,warm,4.0,0.0,MEDIUM>SOFT,6.0,0.45,0.55,0.0,0.2,0.25,0.0,0.3,0.25,0,0.004040834258236046
R29286,Spa,46.0,21.0,23.9,80.3,mid,cool,10.0,5.0,HARD>SOFT,6.0,0.3,0.25,0.45,0.05,0.05,0.1,0.1,0.15,0,0.004040668142018217
R29912,Silverstone,46.0,40.0,21.1,83.1,mid,hot,10.0,7.0,SOFT>MEDIUM,4.0,0.6,0.1,0.3,0.2,0.0,0.05,0.05,0.2,0,0.004040493822703939
R19804,Silverstone,35.0,33.0,23.5,92.9,short,warm,6.0,0.0,MEDIUM>HARD,8.0,0.2,0.55,0.25,0.05,0.4,0.15,0.15,0.15,0,0.004040379130169832
R08763,COTA,53.0,30.0,20.3,83.4,mid,mild,6.0,0.0,MEDIUM>SOFT,7.0,0.2,0.65,0.15,0.15,0.3,0.1,0.35,0.05,0,0.004040259108007285
R05603,Silverstone,39.0,30.0,22.4,82.0,mid_short,mild,3.0,0.0,MEDIUM>HARD,11.0,0.1,0.55,0.35,0.1,0.55,0.35,0.0,0.0,0,0.004040038355167081
R05152,Monza,27.0,32.0,20.1,92.8,short,warm,6.0,0.0,MEDIUM>HARD,8.0,0.25,0.45,0.3,0.2,0.4,0.1,0.05,0.05,0,0.0040398581654537465
R07021,Suzuka,43.0,30.0,20.3,87.4,mid_short,mild,6.0,0.0,SOFT>HARD,6.0,0.35,0.3,0.35,0.3,0.2,0.1,0.1,0.05,0,0.004039345362467827
R09169,Monaco,50.0,34.0,20.1,86.7,mid,warm,5.0,0.0,SOFT>MEDIUM,5.0,0.45,0.15,0.4,0.2,0.15,0.25,0.0,0.25,0,0.004039312027811784
R02325,Monaco,40.0,29.0,22.6,91.1,mid_short,mild,2.0,0.0,MEDIUM>HARD,11.0,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.0,0,0.0040390108504459316
R24999,Silverstone,64.0,37.0,23.2,90.9,long,hot,8.0,3.0,SOFT>MEDIUM,5.0,0.4,0.2,0.4,0.1,0.15,0.2,0.05,0.25,0,0.004038867668719379
R13624,Silverstone,44.0,27.0,21.6,91.9,mid_short,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.5,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0,0.004038741906922568
R20970,COTA,36.0,29.0,21.4,88.9,mid_short,mild,6.0,0.0,HARD>MEDIUM,5.0,0.25,0.4,0.35,0.15,0.2,0.25,0.2,0.1,0,0.004038656439218997
R10054,Monaco,37.0,34.0,22.1,85.7,mid_short,warm,6.0,0.0,SOFT>MEDIUM,7.0,0.45,0.3,0.25,0.1,0.2,0.2,0.1,0.35,0,0.0040385930039513645
R19920,Monza,41.0,32.0,23.6,83.4,mid_short,warm,6.0,0.0,SOFT>MEDIUM,6.0,0.45,0.2,0.35,0.15,0.1,0.05,0.1,0.3,0,0.004038583562875195
R21703,Silverstone,48.0,18.0,21.5,87.2,mid,cool,9.0,7.0,MEDIUM>HARD,5.0,0.35,0.45,0.2,0.05,0.25,0.1,0.0,0.2,0,0.004038539133414576
R11957,Spa,41.0,31.0,20.8,88.5,mid_short,warm,5.0,0.0,HARD>SOFT,6.0,0.05,0.4,0.55,0.0,0.15,0.25,0.25,0.05,0,0.004038413441502364
R19398,COTA,45.0,33.0,20.5,91.1,mid_short,warm,6.0,0.0,MEDIUM>HARD,6.0,0.15,0.45,0.4,0.05,0.3,0.2,0.15,0.1,0,0.004038205769562675
R14697,Monza,45.0,31.0,22.5,82.6,mid_short,warm,6.0,0.0,SOFT>HARD,8.0,0.6,0.15,0.25,0.4,0.1,0.15,0.05,0.2,0,0.0040379733379527615
R03318,Bahrain,39.0,28.0,21.5,82.1,mid_short,mild,3.0,0.0,MEDIUM>HARD,11.0,0.15,0.55,0.3,0.15,0.55,0.3,0.0,0.0,0,0.004037891309288307
R00415,Monaco,34.0,28.0,21.5,83.3,short,mild,4.0,0.0,MEDIUM>HARD,11.0,0.2,0.55,0.25,0.2,0.55,0.1,0.0,0.0,0,0.0040377186261756955
R02430,Silverstone,32.0,31.0,22.7,86.8,short,warm,4.0,0.0,MEDIUM>HARD,8.0,0.35,0.4,0.25,0.35,0.4,0.1,0.0,0.0,0,0.004036987496607009
R27856,Bahrain,44.0,30.0,21.3,86.9,mid_short,mild,10.0,9.0,HARD>SOFT,5.0,0.35,0.2,0.45,0.1,0.1,0.05,0.05,0.0,0,0.0040362461664270365
R18743,Spa,47.0,28.0,23.4,81.1,mid,mild,6.0,0.0,MEDIUM>SOFT,7.0,0.25,0.4,0.35,0.1,0.05,0.15,0.35,0.15,0,0.00403571820216336
R08400,Monaco,50.0,28.0,22.9,84.6,mid,mild,5.0,0.0,HARD>SOFT,7.0,0.05,0.4,0.55,0.0,0.3,0.2,0.1,0.05,0,0.004035692048027293
R16947,Monza,52.0,29.0,21.4,84.4,mid,mild,6.0,0.0,SOFT>HARD,6.0,0.4,0.3,0.3,0.3,0.1,0.15,0.2,0.1,0,0.004035108079230388
R20980,Silverstone,47.0,29.0,20.9,88.9,mid,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.35,0.35,0.1,0.1,0.1,0.25,0.2,0,0.004034898217966853
R22661,Monaco,59.0,23.0,20.7,90.4,long,cool,13.0,7.0,SOFT>MEDIUM,3.0,0.35,0.3,0.35,0.1,0.1,0.1,0.1,0.15,0,0.004034575162223021
R25912,COTA,54.0,36.0,23.5,85.3,mid,warm,10.0,6.0,HARD>MEDIUM,4.0,0.45,0.25,0.3,0.1,0.15,0.2,0.05,0.1,0,0.00403427579282865
R00962,Monaco,35.0,28.0,20.6,87.9,short,mild,4.0,0.0,SOFT>HARD,8.0,0.4,0.35,0.25,0.4,0.35,0.2,0.0,0.0,0,0.004034269403995589
R27833,Monza,43.0,24.0,20.4,93.0,mid_short,cool,10.0,4.0,SOFT>MEDIUM,7.0,0.45,0.35,0.2,0.05,0.15,0.05,0.15,0.35,0,0.0040340911102994485
R12764,COTA,41.0,31.0,21.6,84.2,mid_short,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.3,0.5,0.2,0.05,0.2,0.05,0.3,0.25,0,0.004034005835353685
R18625,COTA,41.0,32.0,21.1,86.6,mid_short,warm,6.0,0.0,HARD>MEDIUM,6.0,0.45,0.2,0.35,0.25,0.1,0.3,0.1,0.2,0,0.004033499446764196
R23148,Bahrain,47.0,31.0,23.0,82.1,mid,warm,10.0,6.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.05,0.1,0.2,0.0,0.15,0,0.004032896824692788
R18374,Suzuka,50.0,33.0,21.5,90.4,mid,warm,6.0,0.0,HARD>MEDIUM,5.0,0.35,0.2,0.45,0.2,0.15,0.25,0.05,0.15,0,0.004032590530884273
R04271,Silverstone,30.0,31.0,22.5,89.3,short,warm,4.0,0.0,MEDIUM>HARD,8.0,0.35,0.4,0.25,0.35,0.4,0.15,0.0,0.0,0,0.0040323416515758844
R24326,Bahrain,52.0,31.0,23.0,82.3,mid,warm,11.0,6.0,HARD>MEDIUM,3.0,0.4,0.2,0.4,0.15,0.05,0.15,0.1,0.1,0,0.004031823365756533
R19800,Suzuka,55.0,33.0,21.0,85.7,mid,warm,5.0,0.0,HARD>MEDIUM,6.0,0.2,0.25,0.55,0.15,0.25,0.3,0.0,0.05,0,0.004031695891410793
R14703,COTA,45.0,27.0,20.0,90.8,mid_short,mild,6.0,0.0,SOFT>HARD,4.0,0.4,0.25,0.35,0.2,0.2,0.2,0.05,0.2,0,0.004031463363037199
R09936,Bahrain,52.0,34.0,22.4,85.7,mid,warm,6.0,0.0,SOFT>MEDIUM,4.0,0.4,0.3,0.3,0.2,0.15,0.15,0.15,0.2,0,0.004031381063933938
R25850,Monaco,65.0,20.0,21.1,89.8,long,cool,12.0,6.0,SOFT>MEDIUM,5.0,0.45,0.35,0.2,0.1,0.1,0.05,0.15,0.25,0,0.00403126500659339
R03813,Suzuka,28.0,33.0,20.4,92.8,short,warm,5.0,0.0,MEDIUM>HARD,8.0,0.4,0.4,0.2,0.2,0.4,0.05,0.0,0.2,0,0.0040311858879181275
R20060,Monaco,36.0,29.0,20.2,87.5,mid_short,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.45,0.25,0.3,0.15,0.1,0.1,0.15,0.3,0,0.00403100991221738
R27744,Monza,43.0,26.0,20.5,84.2,mid_short,mild,9.0,5.0,SOFT>HARD,4.0,0.3,0.4,0.3,0.2,0.05,0.15,0.15,0.1,0,0.004030707317162698
R12720,COTA,42.0,33.0,22.4,88.5,mid_short,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.3,0.45,0.25,0.25,0.15,0.1,0.3,0.05,0,0.004030669264587782
R18515,Monaco,52.0,30.0,23.5,91.6,mid,mild,6.0,0.0,MEDIUM>SOFT,7.0,0.3,0.4,0.3,0.15,0.05,0.1,0.35,0.15,0,0.00403032537248033
R00057,Suzuka,33.0,33.0,24.0,81.6,short,warm,3.0,0.0,MEDIUM>HARD,12.0,0.25,0.6,0.15,0.25,0.6,0.15,0.0,0.0,0,0.004030202006118387
R22511,Suzuka,51.0,30.0,20.2,88.6,mid,mild,11.0,6.0,HARD>SOFT,6.0,0.3,0.3,0.4,0.05,0.1,0.1,0.05,0.1,0,0.004030042428822579
R00212,Bahrain,39.0,31.0,23.6,90.9,mid_short,warm,3.0,0.0,MEDIUM>HARD,9.0,0.15,0.45,0.4,0.15,0.45,0.4,0.0,0.0,0,0.00403000892764241
R25065,Silverstone,62.0,18.0,21.2,81.0,long,cool,9.0,3.0,SOFT>HARD,4.0,0.35,0.3,0.35,0.2,0.1,0.1,0.15,0.1,0,0.004029530679430492
R06989,Silverstone,52.0,33.0,23.8,82.1,mid,warm,6.0,0.0,SOFT>MEDIUM,4.0,0.35,0.3,0.35,0.15,0.2,0.15,0.1,0.2,0,0.004029148674884282
R15008,Monaco,50.0,27.0,23.0,85.2,mid,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.5,0.15,0.35,0.2,0.1,0.15,0.05,0.3,0,0.004028980996350642
R01129,Monza,39.0,29.0,23.3,91.1,mid_short,mild,3.0,0.0,MEDIUM>HARD,11.0,0.2,0.55,0.25,0.2,0.55,0.25,0.0,0.0,0,0.0040289783828340335
R19382,COTA,40.0,27.0,21.4,89.7,mid_short,mild,6.0,0.0,HARD>MEDIUM,6.0,0.2,0.45,0.35,0.05,0.15,0.3,0.3,0.15,0,0.004028415198332153
R02368,Monza,27.0,32.0,22.0,91.2,short,warm,5.0,0.0,SOFT>HARD,5.0,0.25,0.3,0.45,0.25,0.2,0.25,0.1,0.0,0,0.004027765041682608
R00710,COTA,37.0,28.0,23.3,83.4,mid_short,mild,4.0,0.0,MEDIUM>HARD,9.0,0.25,0.45,0.3,0.25,0.45,0.25,0.0,0.0,0,0.004027700347551116
R21046,Monza,41.0,31.0,20.4,85.7,mid_short,warm,11.0,6.0,SOFT>MEDIUM,4.0,0.35,0.4,0.25,0.05,0.1,0.05,0.2,0.2,0,0.00402740072374096
R20728,Bahrain,46.0,28.0,23.3,89.2,mid,mild,6.0,0.0,HARD>MEDIUM,5.0,0.35,0.3,0.35,0.2,0.15,0.25,0.15,0.15,0,0.004026939344591907
R29586,Monaco,70.0,31.0,20.4,90.0,long,warm,9.0,4.0,MEDIUM>HARD,4.0,0.25,0.4,0.35,0.1,0.2,0.1,0.1,0.15,0,0.004026660988374325
R07854,Bahrain,53.0,27.0,20.8,90.1,mid,mild,6.0,0.0,MEDIUM>SOFT,7.0,0.3,0.5,0.2,0.1,0.15,0.1,0.35,0.2,0,0.004026414444429482
R25202,COTA,45.0,30.0,23.2,92.2,mid_short,mild,10.0,7.0,HARD>SOFT,4.0,0.3,0.4,0.3,0.0,0.1,0.1,0.1,0.15,0,0.004025787023483102
R24847,Monza,52.0,30.0,20.5,86.8,mid,mild,12.0,6.0,SOFT>HARD,4.0,0.55,0.25,0.2,0.2,0.05,0.05,0.1,0.2,0,0.004025729460153237
R20396,COTA,39.0,28.0,23.9,88.5,mid_short,mild,6.0,0.0,SOFT>HARD,4.0,0.35,0.35,0.3,0.2,0.2,0.2,0.15,0.15,0,0.004025602229590839
R16944,Monza,55.0,32.0,21.3,93.2,mid,warm,6.0,0.0,HARD>MEDIUM,5.0,0.25,0.3,0.45,0.1,0.2,0.25,0.1,0.15,0,0.0040251846138130085
R11909,Spa,50.0,32.0,20.8,81.2,mid,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.5,0.3,0.2,0.25,0.15,0.15,0.15,0.25,0,0.004024867917465444
R22252,Monaco,59.0,38.0,20.3,89.4,long,hot,10.0,5.0,SOFT>MEDIUM,4.0,0.35,0.2,0.45,0.1,0.0,0.2,0.1,0.2,0,0.004024846363629857
R20083,Bahrain,40.0,34.0,21.6,85.6,mid_short,warm,6.0,0.0,MEDIUM>HARD,7.0,0.15,0.45,0.4,0.05,0.35,0.15,0.1,0.1,0,0.004024317330503275
